month,day,slp,maxtemp,avgtemp,mintemp,dewtemp,rh,cld,rf,sunhr,prewd,avgws
1,01,1020.5,19.0,17.3,16.3,13.3,78,75,  0.0,3.0,070,28.3
1,02,1019.3,19.2,17.8,16.0,13.9,78,77,  0.0,3.6,060,31.7
1,03,1018.5,22.0,19.4,18.2,14.9,76,79,  0.0,8.4,060,32.3
1,04,1016.7,20.5,18.8,18.1,15.7,82,86,  0.2,0.6,060,32.4
1,05,1015.3,22.8,19.3,17.2,17.1,87,88,  0.2,0.2,060,25.5
1,06,1014.6,17.3,16.2,15.9,15.0,92,94,  3.7,0.0,060,47.3
1,07,1014.3,17.6,16.8,15.7,15.7,93,95, 16.2,0.0,050,32.9
1,08,1015.2,18.7,15.1, 9.5,14.3,95,91, 11.6,0.0,360,28.8
1,09,1023.1,10.7, 9.0, 7.9, 5.9,82,97,  9.9,0.0,350,38.5
1,10,1024.9,15.2,12.8,10.5, 1.5,46,82,Trace,2.9,360,33.9
1,11,1026.1,16.1,13.8,12.1, 1.0,42,37,Trace,9.3,360,31.0
1,12,1027.1,15.3,12.8,10.5, 1.3,46,11,  0.0,9.8,360,30.3
1,13,1026.0,14.6,12.9,11.3, 6.8,67,18,  0.0,9.7,070,42.8
1,14,1022.9,17.2,14.2,12.0, 8.7,70,11,  0.0,9.9,060,30.5
1,15,1018.9,18.2,15.3,13.0,11.6,79,16,  0.0,9.6,060,24.9
1,16,1015.4,22.6,17.8,14.8,13.1,75,23,  0.0,9.6,040,13.9
1,17,1014.4,25.5,19.8,15.9,11.5,60, 9,  0.0,9.8,030,9.4
1,18,1016.6,24.0,19.2,15.9,14.7,76,39,  0.0,9.0,040,22.3
1,19,1017.8,19.3,18.6,17.9,16.7,89,92,  0.8,0.0,050,22.0
1,20,1016.8,22.7,19.1,17.4,15.3,79,70,Trace,7.7,060,26.1
1,21,1015.6,21.5,18.7,16.8,15.3,81,78,  0.0,4.9,060,23.3
1,22,1013.9,24.8,20.0,17.1,16.3,80,62,  0.0,8.0,020,8.5
1,23,1015.3,22.8,19.2,17.2,15.3,78,79,  0.0,4.7,070,23.9
1,24,1015.5,18.6,17.7,16.6,13.8,78,80,  0.0,7.7,060,41.8
1,25,1015.7,18.8,17.2,16.1,13.4,79,82,  0.0,5.7,060,40.3
1,26,1017.2,18.3,17.1,15.6,14.5,85,95,Trace,0.2,060,30.8
1,27,1017.0,17.1,15.5,14.0,12.2,81,90,Trace,1.6,060,36.4
1,28,1014.7,18.4,16.5,12.6,13.3,81,88,  0.0,0.0,360,22.0
1,29,1020.1,12.9,10.5, 8.9, 6.5,76,94,  0.1,0.0,350,34.3
1,30,1020.4,11.0,10.1, 8.9, 7.0,82,100,  0.2,0.0,030,33.0
1,31,1021.0,10.6, 9.4, 7.8, 7.4,87,86, 19.3,0.2,350,37.1
2,01,1020.5,19.0,17.3,16.3,13.3,78,75,  0.0,3.0,070,28.3
2,02,1019.3,19.2,17.8,16.0,13.9,78,77,  0.0,3.6,060,31.7
2,03,1018.5,22.0,19.4,18.2,14.9,76,79,  0.0,8.4,060,32.3
2,04,1016.7,20.5,18.8,18.1,15.7,82,86,  0.2,0.6,060,32.4
2,05,1015.3,22.8,19.3,17.2,17.1,87,88,  0.2,0.2,060,25.5
2,06,1014.6,17.3,16.2,15.9,15.0,92,94,  3.7,0.0,060,47.3
2,07,1014.3,17.6,16.8,15.7,15.7,93,95, 16.2,0.0,050,32.9
2,08,1015.2,18.7,15.1, 9.5,14.3,95,91, 11.6,0.0,360,28.8
2,09,1023.1,10.7, 9.0, 7.9, 5.9,82,97,  9.9,0.0,350,38.5
2,10,1024.9,15.2,12.8,10.5, 1.5,46,82,Trace,2.9,360,33.9
2,11,1026.1,16.1,13.8,12.1, 1.0,42,37,Trace,9.3,360,31.0
2,12,1027.1,15.3,12.8,10.5, 1.3,46,11,  0.0,9.8,360,30.3
2,13,1026.0,14.6,12.9,11.3, 6.8,67,18,  0.0,9.7,070,42.8
2,14,1022.9,17.2,14.2,12.0, 8.7,70,11,  0.0,9.9,060,30.5
2,15,1018.9,18.2,15.3,13.0,11.6,79,16,  0.0,9.6,060,24.9
